epoch,lr,train_loss,val_loss,val_weighted_score,train_action_w_f1,val_action_w_f1,val_action_c_f1,val_action_c_acc,train_gaze_w_f1,val_gaze_w_f1,val_gaze_c_f1,val_gaze_c_acc,train_hands_w_f1,val_hands_w_f1,val_hands_c_f1,val_hands_c_acc,train_talk_w_f1,val_talk_w_f1,val_talk_c_f1,val_talk_c_acc,val_gaze_bin_w_f1,val_gaze_bin_c_f1,val_gaze_bin_c_acc
1,0.00075,1.1745635926513447,0.4540851098743957,0.8205623029815782,0.7718292468068145,0.8839685720649834,0.8830871894534579,0.9191693290734825,0.6703598415417058,0.5591274851825572,0.5587184755578114,0.6367614879649891,0.7178252490999147,0.8121154629104119,0.8119618717138167,0.889468036179672,0.7113654323101835,0.7473196184154415,0.7479462371820869,0.7779552715654952,0.5880900788057389,0.5844244787989672,0.6022364217252396
2,0.00075,0.6946568698840397,0.4344830337166118,0.8319599198348648,0.8733287224003569,0.8999283863648905,0.8993679051668481,0.931150159744409,0.7987954204082829,0.5045752407922343,0.506916687347928,0.6170678336980306,0.8186129966125146,0.8865156657796008,0.8861806738836114,0.9547754100873831,0.7442724170605185,0.7540875685937939,0.7549363145504185,0.7849840255591054,0.6017644541221423,0.5973909020994945,0.618370607028754
3,0.00075,0.5510849302301354,0.4564826586188057,0.8530730019893715,0.9001076529909848,0.9130873066810969,0.9133623116284575,0.9309904153354632,0.8574816047453423,0.5835689680386892,0.5844100003111611,0.6608315098468271,0.8596154642839868,0.8796400644842557,0.8791977548486792,0.9383719147631457,0.747929533052305,0.761993474655956,0.762762166358184,0.7848242811501598,0.6375299913251353,0.6331274102066092,0.6594249201277955
4,0.00075,0.44770955902091264,0.40955624643270366,0.8565800818032835,0.9198884352091738,0.9218685323327853,0.9214490535778896,0.9383386581469648,0.9045978920279253,0.5419871020733038,0.5432858486668365,0.6389496717724289,0.8838919538298541,0.920827274518111,0.9211064070443888,0.9625938985129542,0.753451350140365,0.7590673783972319,0.7592445258859293,0.7888178913738019,0.6428498116761363,0.6387989245732035,0.670447284345048
5,0.00075,0.3942845987543584,0.43328437083310667,0.8751938403926842,0.9347557505139829,0.9361380169985154,0.9360270319256966,0.9482428115015974,0.91578472962907,0.6164241373452032,0.6167615017507714,0.6586433260393874,0.9011567606378648,0.896705878795199,0.8956300467220829,0.9560018396443354,0.7595490686132704,0.7572604708732962,0.7579537621974531,0.7819488817891374,0.6270492186786999,0.6208107897139328,0.6436102236421726
6,0.00075,0.36223966174329836,0.41834647761664656,0.8737393975680097,0.9399045050409438,0.9442049193453991,0.9458430172768248,0.9531948881789137,0.9284406642605377,0.5844368385591979,0.5878245983877342,0.6301969365426696,0.910387879246134,0.8540717305040499,0.8520227122273147,0.9500229955541929,0.7622663809093656,0.7651795172375822,0.7654664898668161,0.7924920127795527,0.691135757376486,0.6864348845703097,0.7238019169329073
7,0.00075,0.31658403744814423,0.46313208425050806,0.8648367683165726,0.9508100796107137,0.9371214866371624,0.9362155022471312,0.9452076677316293,0.9369659771907011,0.5255398284559525,0.5251812100237127,0.6214442013129103,0.9239361480351839,0.9255758068263731,0.9252351768047816,0.9647401502376207,0.7659603158056897,0.7632683574823935,0.763704351190915,0.7864217252396166,0.6024317024914393,0.5968493536828579,0.6148562300319489
8,0.00075,0.2813365160196113,0.5731689925241175,0.8365864091795054,0.9556871257639383,0.9126164019577291,0.9126639726425627,0.942332268370607,0.9430513520826415,0.5490092228435988,0.5485365166154924,0.6148796498905909,0.9372131916470965,0.7751687599399032,0.7743670998585059,0.9415912923501456,0.7659380967322494,0.7599641463414302,0.7600888170307449,0.7851437699680511,0.631566626130222,0.6265841290105623,0.6527156549520767
9,0.000375,0.26976900450817803,0.5382976601015672,0.8523149459953608,0.9619395491166077,0.9389154439450794,0.9386745704740235,0.9509584664536741,0.9514756488600463,0.5009581504528375,0.5029445772481984,0.5951859956236324,0.9428068178715969,0.8159777297314399,0.8157209020183411,0.9475701364402882,0.769623126901367,0.7639686876799578,0.7645793974896138,0.7881789137380192,0.6473402133722685,0.6418944903588324,0.6682108626198083
10,0.000375,0.17864766034058135,0.575375854982386,0.8569476555690632,0.976492936045176,0.9343790106136677,0.93637912687579,0.953035143769968,0.9783949413329738,0.5301491746193734,0.5283814474450209,0.6236323851203501,0.9637568284817057,0.83887420705268,0.8391217872775805,0.9515560325003832,0.7753358186658995,0.7658610275445339,0.766257418229982,0.7950479233226837,0.6094456455334754,0.603950492499705,0.6263578274760383
