baseline,ours_model,head_name,n,base_acc,ours_acc,base_wrong_ours_correct,ours_wrong_base_correct,label_disagree,label_disagree_rate,mean_true_prob_gain,mean_margin_gain,max_showcase_score
pose_guided,task_region_scalar_gated_late,action,5949,0.9040174819297361,0.8909060346276685,237,315,636,0.10690872415532023,-0.019573055,-0.027278,8.387762665748596
pose_guided,task_region_scalar_gated_late,gaze,374,0.5294117647058824,0.5855614973262032,30,9,90,0.24064171122994651,0.024957914,-0.062484495,8.254962623119354
pose_guided,task_region_scalar_gated_late,hands,6059,0.9379435550420862,0.8989932332067998,88,324,479,0.07905594982670408,-0.054180793,-0.067696154,8.244102656841278
pose_guided,task_region_scalar_gated_late,talk,5949,0.776264918473693,0.7737434863002185,180,195,375,0.06303580433686334,-0.05998805,-0.20861265,7.711387634277344
