epoch,lr,train_loss,val_loss,val_weighted_score,train_action_w_f1,val_action_w_f1,val_action_c_f1,val_action_c_acc,train_gaze_w_f1,val_gaze_w_f1,val_gaze_c_f1,val_gaze_c_acc,train_hands_w_f1,val_hands_w_f1,val_hands_c_f1,val_hands_c_acc,train_talk_w_f1,val_talk_w_f1,val_talk_c_f1,val_talk_c_acc,val_gaze_bin_w_f1,val_gaze_bin_c_f1,val_gaze_bin_c_acc
1,0.00075,0.7353461111852878,0.24970847176427774,0.6741478339557887,0.7030311444716406,0.8758321496036796,0.875277428794356,0.8956966885298352,0.6695552245834524,0.44565934737774626,0.44649504220969227,0.5404814004376368,0.6220840639557578,0.8471419521012723,0.8456292084630083,0.9035922628185447,0.6914340434015387,0.7409358260548662,0.74137523161633,0.7686770116781315,0.5617761945842532,0.5563545234898836,0.5669492881139018
2,0.00075,0.4267050597300439,0.19231129132457664,0.7258563007999568,0.8382006531806732,0.9018387787992599,0.9027460829582339,0.921612541993281,0.8111762234613722,0.5234223470414362,0.5260043652270139,0.5776805251641138,0.7457077198994312,0.9120460191878517,0.9127981769268847,0.9485723058028861,0.7296349831172098,0.7445119642509122,0.7455738054050192,0.7694768836986082,0.5547738302435382,0.550064954058584,0.5659894416893297
3,0.00075,0.3415514864975207,0.19872210546045527,0.7363356641433669,0.8740742283368227,0.9048901488514779,0.9043872013608546,0.9249720044792833,0.859976443870765,0.553719262266215,0.5519701479454096,0.612691466083151,0.7791317105875534,0.8814989260082251,0.8823205291905759,0.9319926312557568,0.7395259419123007,0.7362721557937527,0.737176609920384,0.7771556550951848,0.6115240809691818,0.6066238043822051,0.6307790753479443
4,0.00075,0.27262537710128293,0.20768047993660615,0.766757435251153,0.8935641972882592,0.9188259905803065,0.9192939865236696,0.9377699568069109,0.8977377265118888,0.6041331599804053,0.6023414058846837,0.649890590809628,0.8102855999039988,0.8841095920678698,0.8856862538702508,0.9358305188824071,0.7449343717558052,0.7547559216495677,0.7547439194776311,0.7798752199648056,0.6425805463025178,0.6376331613183535,0.6674132138857782
5,0.00075,0.22162346196969018,0.18629285241070845,0.7664284452173031,0.9118523172693674,0.9108533954675226,0.9110004367886272,0.9331306990881459,0.9174359335184844,0.6119776321142492,0.6103432419373215,0.6630196936542669,0.8176890307718316,0.8827966704727306,0.8827199522704415,0.9507215228738103,0.7492788789863746,0.754105904433148,0.753755843542084,0.786114221724524,0.686030541853772,0.6819719533047318,0.71924492081267
6,0.00075,0.20222753962767925,0.22829995160653926,0.7408001134109311,0.9219459160688479,0.9017711843354786,0.9021007587473681,0.9297712366021437,0.9308174418241588,0.5587735620765886,0.5574172483289658,0.5908096280087527,0.8342478308253296,0.9215292833499477,0.922340527481412,0.9559410500460547,0.7547256819475588,0.7573541421644363,0.7579996770502047,0.7838745800671892,0.5911457778638713,0.5850871055075269,0.6103023516237402
7,0.00075,0.18947041125826902,0.17448108869007722,0.802821063379663,0.928416765941649,0.936781693521521,0.9367152754238827,0.9496080627099664,0.9270384646990268,0.6587541763966458,0.6580293508727836,0.6980306345733042,0.8500402914103503,0.9417408091710651,0.9419375175428503,0.9643844028246853,0.7511732224467017,0.7614340865136422,0.7617821133804128,0.785154375299952,0.6665509052728023,0.6618983069153308,0.6958886578147496
8,0.00075,0.16042717380094354,0.2184782498763575,0.7661712453205919,0.9367926013105387,0.9103274710422553,0.9116209394266318,0.9387298032314829,0.9496757877805828,0.6023195081395426,0.6050534256404024,0.6564551422319475,0.8564346489115798,0.9259394734549042,0.9251308068984222,0.9527172244396684,0.7544201921709025,0.747975529694658,0.7482248139101073,0.770756678931371,0.6839115754326427,0.6792190440324383,0.7174852023676211
9,0.00075,0.15731093090258685,0.17326414168924828,0.8143579446558572,0.9431743528375123,0.9243942655348651,0.9237006690703733,0.94432890737482,0.9515012358661592,0.6952658762768429,0.69677626560602,0.7308533916849015,0.8641633862608467,0.9432201175436924,0.9431322539040712,0.9626957322689592,0.7555368932293915,0.7588567866587543,0.7597342271255315,0.7859542473204287,0.7149195058344042,0.7087772181218246,0.7464405695088786
10,0.00075,0.14280759158562484,0.18148751166333982,0.7682777288208323,0.949515544396941,0.9300406623904198,0.929756713600025,0.9459286514157734,0.9493832781845702,0.5919814734444466,0.5937366916385914,0.6389496717724289,0.8736789537252501,0.9098719685303099,0.9092254199821808,0.9548664415105925,0.7578476429696999,0.7444503380618351,0.7448885092869192,0.7662773956167013,0.7105594544711502,0.706402532101378,0.7466005439129739
11,0.00075,0.13827508923366127,0.21785033106371202,0.7731712906884517,0.9524938053570147,0.921856414939839,0.9197153373647722,0.9377699568069109,0.9503518991175073,0.6092539549135206,0.6117294172398567,0.6717724288840262,0.880172254864158,0.9227963932909509,0.9235758565140778,0.9556340190359226,0.7609159787491111,0.7569584336653268,0.7568471658132951,0.7790753479443289,0.600153987664598,0.5935402409097192,0.6147816349384099
12,0.00075,0.11563427091024399,0.23500915859527458,0.7580503364817506,0.9571376749756194,0.928126973480856,0.9286812315684134,0.9502479603263477,0.9620145799795566,0.5679959138961912,0.5689832341412638,0.6301969365426696,0.8875039869594658,0.9258020597368868,0.9237670481682891,0.9591648756524409,0.7617143590563324,0.7573181558870747,0.7582594900796278,0.7801951687729963,0.5984695386811523,0.5916201469707005,0.6103023516237402
13,0.000375,0.10650979990372457,0.21260260072515996,0.811573814419468,0.9592886327226484,0.9248581201016649,0.926655395202797,0.9395296752519597,0.968277098693374,0.6900427539847082,0.6867501856537045,0.7221006564551422,0.8961256226947947,0.9505674584602655,0.9510415513613809,0.9699109610070618,0.7618480590646936,0.7602902828009503,0.7597845093194643,0.7827547592385219,0.7141476195875048,0.7077125738461936,0.7494800831866901
