epoch,lr,train_loss,val_loss,val_weighted_score,train_action_w_f1,val_action_w_f1,val_action_c_f1,val_action_c_acc,train_gaze_w_f1,val_gaze_w_f1,val_gaze_c_f1,val_gaze_c_acc,train_hands_w_f1,val_hands_w_f1,val_hands_c_f1,val_hands_c_acc,train_talk_w_f1,val_talk_w_f1,val_talk_c_f1,val_talk_c_acc,val_gaze_bin_w_f1,val_gaze_bin_c_f1,val_gaze_bin_c_acc
1,0.00075,1.1252621721689289,0.43658858593902644,0.8532039896942256,0.7801479104589024,0.903607158625978,0.9031709285280052,0.9252396166134186,0.6831079474194663,0.612247747451998,0.6120374970447224,0.6717724288840262,0.7310112651958101,0.9176888023969478,0.9166607777489599,0.9509428177219071,0.7237968472342096,0.7500922372858191,0.7502527478603528,0.7731629392971247,0.5357328194770625,0.5305308418989458,0.5381789137380192
2,0.00075,0.6367736946853809,0.47407428325580964,0.8355275443868826,0.8779405497101377,0.8868214435981973,0.8852944772467695,0.9121405750798722,0.8217090770258035,0.5771817562840107,0.5734536997894233,0.6258205689277899,0.847780865207862,0.9243603382052247,0.9240762809960827,0.9524758546680975,0.7482814007741438,0.7475671498801868,0.7479145449224466,0.7801916932907348,0.5394003984731109,0.5332475412776777,0.5418530351437699
3,0.00075,0.5096926667717745,0.42090306231805064,0.8752111936241005,0.9087467925199547,0.9313966866404436,0.9300690541881249,0.942332268370607,0.8735219705914643,0.6398749588665242,0.6406160706991879,0.6739606126914661,0.8775321924430486,0.9021668565403058,0.901299605271567,0.9553886248658593,0.7554191009596245,0.7583981353992479,0.7588096912075636,0.7854632587859425,0.6878360422799397,0.6837023563443976,0.7218849840255591
4,0.00075,0.4248157127528573,0.4467529871400889,0.8745057530426746,0.9272535918589336,0.9264060142595458,0.9263989124795038,0.9436102236421725,0.8951535428390895,0.6164802805481197,0.6188556697478614,0.6542669584245077,0.9032312485244457,0.9444827055413114,0.9447970711481656,0.9655066687107159,0.7620298768443396,0.7735766935734073,0.7743691346005248,0.8017571884984026,0.538406700720037,0.5351155906934808,0.5464856230031949
5,0.00075,0.36519470051266406,0.465607947746681,0.8505317860790598,0.9412115084565411,0.9107013935171101,0.9108980767559245,0.9322683706070287,0.9144099437674116,0.5632286473071916,0.5600449449432086,0.6433260393873085,0.9140378943739088,0.9087699420157661,0.908041972909909,0.9552353211712402,0.7668542846059067,0.7611461989181446,0.7618438663488107,0.7845047923322683,0.5442499988277721,0.5401547404656123,0.550479233226837
6,0.00075,0.3208023162760407,0.49646503348294585,0.8643157931938044,0.9494461077178488,0.9189368859795376,0.9185715601645668,0.9301916932907348,0.9274116317802105,0.6084017548727891,0.6123415882422276,0.6323851203501094,0.9317709742269091,0.9187325966832303,0.9181036420770139,0.9553886248658593,0.7690125029590054,0.7537093719631747,0.7530819726914423,0.7753993610223642,0.6525432467659809,0.6484466505716281,0.6838658146964857
7,0.000375,0.29143425038178167,0.5101377841162857,0.8580356685889279,0.9532599759997468,0.9162525227640198,0.9150575433315936,0.94185303514377,0.9413042791735461,0.5741524886878273,0.566385902177577,0.6586433260393874,0.9370182418347403,0.9528872610401948,0.9528689665592023,0.9681128315192397,0.7710638919573243,0.7444102719336183,0.7450121254851105,0.7642172523961661,0.6018445579657327,0.5979048303540873,0.6228434504792332
8,0.000375,0.19800684330409662,0.4728834046284589,0.8812763984479348,0.9713660818203518,0.931795352406463,0.9317889215956373,0.9487220447284345,0.9703609106044154,0.6520471619109025,0.6523461597869634,0.6892778993435449,0.9564148938187065,0.9332215459001412,0.932345968362706,0.9652000613214778,0.7782656273560857,0.7584498284834085,0.7587526505334725,0.7805111821086262,0.6170593985292683,0.6108879805804884,0.6343450479233227
9,0.000375,0.18180850454764647,0.5161778434263719,0.8734401795894415,0.9769785667852886,0.9195490110827437,0.9190445893834731,0.9381789137380192,0.9741718308486621,0.6728015921230486,0.6666858594699018,0.7155361050328227,0.9654176123418945,0.9210682815626163,0.9212114065215355,0.9595278246205734,0.780911798596194,0.7585429102735015,0.7596989489674302,0.7817891373801917,0.5995563189894242,0.593819793903162,0.6159744408945687
10,0.000375,0.16819975066697904,0.5675228858469741,0.8440657884147476,0.9791377534295914,0.9061104079385779,0.9082192739107122,0.9369009584664537,0.974975380847991,0.5786669714154312,0.5713670528713415,0.6389496717724289,0.9678508107812783,0.8451488629356738,0.8456193453429016,0.9461904031887168,0.7859862070984779,0.7613029536150592,0.7609060842451524,0.7864217252396166,0.6002407544000505,0.5950503952436553,0.6150159744408946
