model,clean_gaze_f1_macro,masked_gaze_f1_macro,gaze_pdi_percent
DriveAct,0.5303216369043754,0.5222939771149834,1.5137341625832097
pose_guided,0.49856738290950403,0.48414671710049917,2.892420624239349
hgnet_explicit_region_scalar_mask_gate,0.6452517074359467,0.5851258700658954,9.318198879159091
dfs,0.511152258586183,0.4632276568549261,9.375797705328246
dmd_original,0.4645618535324375,0.3996355569497442,13.975813142858474
spatiotemporal,0.5507876676442766,0.4721182705322706,14.283071632390682
skateformer,0.5518505323475471,0.4391074763851443,20.429998587262197
