fusion,n,weighted_masked_f1_mean,weighted_masked_f1_std,weighted_drop_mean,weighted_drop_std,action_masked_f1_mean,action_masked_f1_std,action_drop_mean,action_drop_std,gaze_masked_f1_mean,gaze_masked_f1_std,gaze_drop_mean,gaze_drop_std,hands_masked_f1_mean,hands_masked_f1_std,hands_drop_mean,hands_drop_std,talk_masked_f1_mean,talk_masked_f1_std,talk_drop_mean,talk_drop_std
task_gated_late_no_gaze_occ,3,0.7965525912542216,0.007043647261696741,0.022975347103528124,0.002641342465774944,0.8742715083805288,0.004699732476766949,0.01611292316471132,0.002601367812166865,0.5096939926399641,0.02848599051045603,0.07162843957714282,0.010531254384735383,0.7097693224108005,0.004664205734833172,0.009485059854832908,0.00194937404249996,0.742630085015537,0.009186106973292122,7.057932350973406e-05,0.0030794467156596474
