fusion,n,weighted_masked_f1_mean,weighted_masked_f1_std,weighted_drop_mean,weighted_drop_std,action_masked_f1_mean,action_masked_f1_std,action_drop_mean,action_drop_std,gaze_masked_f1_mean,gaze_masked_f1_std,gaze_drop_mean,gaze_drop_std,hands_masked_f1_mean,hands_masked_f1_std,hands_drop_mean,hands_drop_std,talk_masked_f1_mean,talk_masked_f1_std,talk_drop_mean,talk_drop_std
spatiotemporal_decoupling_face,1,0.7820293819175397,0.0,0.03264732486850275,0.0,0.8756289849992018,0.0,0.015115813144225498,0.0,0.40683895985396085,0.0,0.14318602782086282,0.0,0.7052870431347685,0.0,0.008238241223770038,0.0,0.7506908825305507,0.0,-0.004709452559230609,0.0
