model,task,clean_f1_macro_mean,clean_f1_macro_std,clean_f1_macro_ci_low,clean_f1_macro_ci_high,masked_f1_macro_mean,masked_f1_macro_std,masked_f1_macro_ci95_low,masked_f1_macro_ci95_high,drop_f1_macro_mean,drop_f1_macro_std,drop_f1_macro_ci_low,drop_f1_macro_ci_high,pdi_f1_macro_mean,pdi_f1_macro_std,pdi_f1_macro_ci95_low,pdi_f1_macro_ci95_high,clean_f1_weighted_mean,clean_f1_weighted_std,clean_f1_weighted_ci_low,clean_f1_weighted_ci_high,masked_f1_weighted_mean,masked_f1_weighted_std,masked_f1_weighted_ci_low,masked_f1_weighted_ci_high,drop_f1_weighted_mean,drop_f1_weighted_std,drop_f1_weighted_ci_low,drop_f1_weighted_ci_high,pdi_f1_weighted_mean,pdi_f1_weighted_std,pdi_f1_weighted_ci_low,pdi_f1_weighted_ci_high,clean_acc_mean,clean_acc_std,clean_acc_ci_low,clean_acc_ci_high,masked_acc_mean,masked_acc_std,masked_acc_ci_low,masked_acc_ci_high,drop_acc_mean,drop_acc_std,drop_acc_ci_low,drop_acc_ci_high
v5_explicit_region_mask_gate_mediapipe,action,0.8838888763401869,0.006062424510862597,0.8718364496656679,0.8957036245127311,0.8792512758237071,0.0060491707385362855,0.867016283631456,0.8909008125461033,0.004637600516479667,0.0034829200238006403,-0.00227516553782523,0.011548821598699003,0.5239191307931731,0.3930990067837471,-0.25993179962934215,1.3005472467350006,0.9225736321402488,0.0033854906652480217,0.9157545013501986,0.9289994837748814,0.915245290415984,0.0035253771476707503,0.908280766788886,0.9220750509424902,0.007328341724264914,0.0022789915788769878,0.0029221308934957325,0.011856665541893099,0.7940990399126407,0.24624793392599342,0.3175535958822699,1.2841468592108631,0.9210210632570659,0.0034799242017464426,0.9140309555854644,0.927658142664872,0.9140157806191117,0.0035963042087932503,0.9069650067294752,0.92092866756393,0.007005282637954184,0.0023117848736783613,0.0025235531628532,0.0116083445491251
v5_explicit_region_mask_gate_mediapipe,gaze,0.605554151631136,0.026251570186415225,0.5535923893446789,0.6557408250389781,0.5163396492674603,0.02296730338010518,0.47219037280279386,0.5608457972193819,0.08921450236367556,0.029171965192993723,0.031215768024295657,0.14620536048333022,14.621368334602424,4.4442425884682955,5.390328437311144,22.937657786120162,0.6378512464092432,0.02737147534899685,0.5839593652285118,0.6915856571405934,0.512447971503209,0.028333126108565927,0.45896396060817823,0.5683789108336997,0.1254032749060342,0.026161089073599705,0.07337187093066842,0.17668315460672107,19.6185545705588,3.8174511579359116,11.935105168394399,26.88259910869514,0.671717741935484,0.024439444829906124,0.6236559139784946,0.7178091397849453,0.567405376344086,0.025200603087486957,0.5188172043010753,0.6182795698924731,0.1043123655913978,0.02240803191154442,0.0591397849462366,0.1478494623655915
v5_explicit_region_mask_gate_mediapipe,hands,0.7059694583282516,0.0076842560462021346,0.6920043154779092,0.7223845136062158,0.693681440607305,0.005390520187662421,0.6845986595760941,0.7057277290698639,0.012288017720946705,0.0063884796171494425,0.0010872096353414802,0.02588171939180858,1.733716010277734,0.8881402599308108,0.15604121843574978,3.6175603304296,0.9356608007794647,0.0029457643564063224,0.929961172699099,0.9414126217599659,0.9338433962342049,0.0030156478592203834,0.92794520657526,0.9397474758537637,0.0018174045452595212,0.0012384004262680185,-0.0006190264222452726,0.004260359723079444,0.1941756847937577,0.13227046929322103,-0.0662031068354621,0.4535739676084625,0.9264122893954411,0.003375465130679502,0.9198876775685496,0.9329410307234887,0.9259047571853319,0.003393725869023422,0.919226957383548,0.9324454905847375,0.0005075322101090047,0.0015038453234668537,-0.0024777006937561,0.0034687809712586
v5_explicit_region_mask_gate_mediapipe,talk,0.743560902335056,0.00600099268923651,0.7318670887399573,0.7556152133483128,0.7308446015443398,0.006049913978163016,0.7190483614339707,0.7425983247684605,0.012716300790716097,0.002224231664007861,0.008402351678726815,0.017097709604391026,1.7099070636533256,0.2971964661083912,1.1360146467630967,2.2941605347750325,0.7822321857824371,0.005047534641839619,0.7724517014233734,0.792458794546071,0.7707748761244086,0.005132388049888285,0.7607446229348296,0.7807540800277687,0.011457309658028448,0.0019977528138842137,0.007630310249756547,0.015416010980253764,1.4644997763060121,0.254121728973565,0.9772944475306888,1.968907256857221,0.7701512113055181,0.005476043341836861,0.7595895020188426,0.7812920592193809,0.7578564266487214,0.005559133328277508,0.746971736204576,0.7686742934051144,0.012294784656796722,0.0021454885263068866,0.008243606998654,0.0164872139973082
v5_explicit_region_scalar_mask_gate_medipipe,action,0.9044510597270781,0.006128225076624822,0.8923135995968772,0.9159756946462243,0.8910259748678531,0.006569075816083209,0.8781092478782877,0.9036974972110544,0.01342508485922485,0.00370176008505471,0.006382732972951523,0.020939524186424682,1.4839074617082721,0.40760721445901443,0.7038025575956925,2.309174283938815,0.9404412409464541,0.0030119565432311494,0.9344712228151898,0.9463395408511082,0.9330193172581428,0.0032326893261997607,0.9267066155284106,0.9392236676276077,0.0074219236883111776,0.0018879868828843612,0.0038426656172177672,0.011189415659142372,0.7890803970377219,0.20027262683810967,0.409046992388504,1.1865717368075686,0.9400495962314939,0.0030419917722492376,0.9340511440107672,0.9459959623149394,0.932467934051144,0.0032776374597150836,0.9259757738896366,0.9387617765814268,0.007581662180349884,0.0019146112513164955,0.0040376850605652,0.0114401076716016
v5_explicit_region_scalar_mask_gate_medipipe,gaze,0.5198051572116699,0.02472335554942581,0.47057754010884423,0.5688415326570033,0.42902190790728373,0.02228155128626721,0.3848559723086175,0.4713009340702621,0.090783249304386,0.0224438814507331,0.04675592220265185,0.1361818014934928,17.389608382315124,3.937573670493402,9.50797767046229,24.95501956290822,0.5540700054062998,0.027252029881010203,0.5009690332059962,0.6067720962351788,0.4467103210432127,0.027019474511873823,0.39451935605763105,0.5003141283110003,0.10735968436308699,0.019956874593441767,0.06885928009560337,0.14706497186474643,19.35647589367939,3.367790453224838,12.709074085750151,26.052192725629016,0.6078575268817205,0.025027156975219643,0.5591397849462365,0.6559139784946236,0.5024661290322581,0.02520578978895192,0.4543010752688172,0.5510752688172043,0.10539139784946233,0.019374041628221438,0.0672043010752688,0.1424731182795699
v5_explicit_region_scalar_mask_gate_medipipe,hands,0.7222605889242805,0.006642786885451309,0.7126864142262598,0.7377769631068131,0.7110183615529457,0.0024656725288831117,0.7061246293095121,0.7158471032873123,0.011242227371334738,0.006356195308397492,0.003014889577308735,0.02592043920168655,1.5492068113305018,0.8602313153462753,0.42060047112185006,3.5056730675969487,0.9606870412585417,0.0024610795098968237,0.9557014426217667,0.9654404844108179,0.956384580047527,0.002617191665089775,0.9512683192009205,0.9614476717933444,0.004302461211014594,0.001357675467072024,0.0017126858478962975,0.007023205619234905,0.4477985560546087,0.1411500972813107,0.1785167410698717,0.7306090619642464,0.9571353485298976,0.002604761680639389,0.95193260654113,0.9621737694086554,0.9536823587710606,0.0027153821078681906,0.9482986455236208,0.9588701684836471,0.0034529897588370766,0.0014469188151049494,0.0006607201850016,0.0062768417575157
v5_explicit_region_scalar_mask_gate_medipipe,talk,0.7542489418030899,0.005968444817837196,0.7426632964894495,0.7661301004553865,0.7467103167554165,0.0059991739405812735,0.7350367693475297,0.7585827466679154,0.007538625047673388,0.0028997378549122346,0.0018949582263972976,0.013215705278994155,0.9988434003962495,0.3827334696030743,0.2523137407068213,1.746481827335696,0.7936863166326827,0.00498797814503141,0.7840701092880483,0.8037690137829987,0.7862992327229166,0.005018013431656493,0.7764831276661608,0.7962938366728706,0.0073870839097662806,0.002511071451573663,0.002504645767408575,0.012305998872024722,0.9302911359339092,0.31504599744203976,0.31624193405052914,1.5485592301782822,0.7831053162853298,0.005375971810800372,0.7727119784656796,0.7939140309555854,0.7749236877523553,0.0054250697058969505,0.764300134589502,0.7856662180349933,0.008181628532974381,0.0026811125082185964,0.0030282637954239,0.0134589502018842
v5_no_occ_original_mediapipe_seed42,action,0.8656903389195184,0.006499648943124984,0.852786529656489,0.8784989722252227,0.8312823999079354,0.0068421749697694136,0.817768768971657,0.844509213008314,0.03440793901158296,0.003509798329145029,0.027638655105131124,0.04147803058031947,3.9743311281789824,0.4015362323143262,3.19832277986867,4.783685155658339,0.9175388222919232,0.0035231517104226642,0.9107825929544462,0.9244728561167068,0.893486600707143,0.0038647180250030956,0.8860511452758416,0.901236437107932,0.024052221584779997,0.0024341803958754984,0.019307510497431575,0.02899280703463467,2.6212212276123985,0.26348942847010154,2.109675407957748,3.1545339596698465,0.9153640309555855,0.0036404051688141885,0.9084791386271872,0.9226110363391656,0.8892468707940782,0.004069774218515651,0.881393001345895,0.8973755047106325,0.026117160161507353,0.002575898857180424,0.0211978465679676,0.0312920592193809
v5_no_occ_original_mediapipe_seed42,gaze,0.5444086684743651,0.02654014075992252,0.490852993184516,0.59573972602756,0.5060619708243127,0.024945490679107604,0.45627122219875754,0.5550520526152056,0.038346697650052296,0.022869030695250456,-0.005263838358326922,0.08339096693634389,6.958111827682019,4.049720299008179,-1.0241175463360885,14.637989017485333,0.5689598460870924,0.02684912478196659,0.5170278097436662,0.6205558552481012,0.5287210603557035,0.02730510352668992,0.4741997294709703,0.5819035617673934,0.04023878573138873,0.021793083279660164,-0.002829669658556612,0.08240953804248399,7.018287349311523,3.7278179055528877,-0.518895717967613,14.089035525214268,0.5940494623655914,0.024980725367966836,0.5456989247311828,0.6424731182795699,0.5617661290322581,0.025048836080276034,0.5134408602150538,0.6102150537634409,0.03228333333333332,0.0190123741856705,-0.0053763440860215,0.0698924731182796
