epoch,lr,train_loss,val_loss,val_weighted_score,train_action_w_f1,val_action_w_f1,val_action_c_f1,val_action_c_acc,train_gaze_w_f1,val_gaze_w_f1,val_gaze_c_f1,val_gaze_c_acc,train_hands_w_f1,val_hands_w_f1,val_hands_c_f1,val_hands_c_acc,train_talk_w_f1,val_talk_w_f1,val_talk_c_f1,val_talk_c_acc,val_gaze_bin_w_f1,val_gaze_bin_c_f1,val_gaze_bin_c_acc
1,0.00075,0.6889992591954649,0.20438281612747033,0.7162147085767175,0.7301330620300767,0.8829593517191274,0.8852878677347601,0.9140937450007999,0.6885488584617169,0.5362205771034178,0.5332178868296666,0.5929978118161926,0.6497121075314345,0.819786304357196,0.8192354761142333,0.8871661037764814,0.7076403616298388,0.7372960106358792,0.7385069043402763,0.7672372420412734,0.5963925381815025,0.5902020283965348,0.6039033754599265
2,0.00075,0.4005601338111733,0.1864767642751673,0.7230261685919773,0.8508936239591125,0.9155230915111106,0.9153703923030821,0.9294512877939529,0.8266135802918235,0.5118142507853759,0.5120224847180723,0.6061269146608315,0.7610506384758203,0.8611282845550104,0.8615583834091232,0.921400061406202,0.7409790513674881,0.7523589775082576,0.7524290952400357,0.7784354503279475,0.5885601972783177,0.5823581963051057,0.5968645016797313
3,0.00075,0.3035630566531873,0.1768368535639283,0.7587526784282483,0.8810895822186637,0.9228207003636054,0.9252834090300976,0.9374500079987202,0.8702307849787565,0.5847177523756673,0.5786662006233141,0.6301969365426696,0.8062758594866632,0.8798319206707953,0.8785521017069298,0.9373656739330672,0.7470766602394776,0.7613957029304299,0.7609549799773274,0.7854743241081427,0.6866964686411892,0.680024340657184,0.7146056630939049
4,0.00075,0.24790361982648984,0.1736752996498588,0.7578369945363104,0.9026609906408745,0.9198167050867561,0.9193524187542579,0.9385698288273876,0.8961530255281873,0.5816327538596727,0.5818391314336464,0.6367614879649891,0.8236364786520548,0.8865328696681656,0.8874022922340644,0.9485723058028861,0.7517873328198121,0.7580738102865199,0.7586136468010023,0.7853143497040473,0.5979170077786593,0.5908965705056825,0.606942889137738
5,0.00075,0.22221041390133114,0.1750829355782011,0.7857133695197468,0.9177005508482552,0.9246004082072148,0.9252933932929366,0.9416093425051991,0.9112832756522591,0.6414173899266186,0.6409930828113112,0.6542669584245077,0.8416045923386963,0.857718548415632,0.8574761121180645,0.9442738716610377,0.7567222842475236,0.7602439727966871,0.7602129933386399,0.7845144776835706,0.7075382283779066,0.7018101102395635,0.7390817469204927
6,0.00075,0.17894500046436498,0.18923780314045527,0.7606274258544122,0.9294451273657642,0.9199260181287016,0.9194146239285387,0.9372900335946248,0.9323288264916856,0.5968677177165927,0.5955594585111315,0.6411378555798687,0.8561666831229728,0.8292990762814282,0.8299261212006546,0.9217070924163341,0.7578198718701816,0.7466943748289006,0.7478556539305575,0.7737961926091825,0.6112337358675595,0.6058753665689149,0.6285394336906095
7,0.00075,0.16922539351906093,0.2071812056398663,0.7561765534874293,0.9393749120767718,0.9080718327593396,0.9079773536259403,0.9339305711086227,0.9355240491994068,0.5941374513461439,0.5946299560016137,0.649890590809628,0.8694845581505565,0.8484479423157181,0.8503670914251309,0.9321461467608229,0.7605472467750758,0.7491770628944283,0.7496981916754694,0.771716525355943,0.7152978193645649,0.7092177819375571,0.7446808510638298
8,0.00075,0.14627459436032986,0.2042853203724109,0.7479015243697976,0.9454560921261099,0.9245143890481201,0.9236885191034457,0.9486482162853943,0.9427998700992022,0.5536833664604575,0.5559486904697117,0.612691466083151,0.8825666747308216,0.8867743880739327,0.8859959581841825,0.9491863678231501,0.763288754002212,0.7555807988035182,0.755299643053354,0.7773156294992801,0.6714007127103823,0.6655041706553049,0.6949288113901776
9,0.000375,0.14935962016538284,0.1943071432642515,0.7256237633334652,0.9506001577094629,0.9348909722408447,0.932870105584069,0.9468884978403456,0.9455353229009186,0.49908499520033023,0.4999924401971787,0.5842450765864332,0.8837443795751913,0.8598450893834962,0.8600158980882677,0.935062941357077,0.7627857331076963,0.7554123085787255,0.7566964565498051,0.7829147336426172,0.6555986525322863,0.6494053637320548,0.6750919852823548
