epoch,lr,train_loss,val_loss,val_weighted_score,train_action_w_f1,val_action_w_f1,val_action_c_f1,val_action_c_acc,train_gaze_w_f1,val_gaze_w_f1,val_gaze_c_f1,val_gaze_c_acc,train_hands_w_f1,val_hands_w_f1,val_hands_c_f1,val_hands_c_acc,train_talk_w_f1,val_talk_w_f1,val_talk_c_f1,val_talk_c_acc,val_gaze_bin_w_f1,val_gaze_bin_c_f1,val_gaze_bin_c_acc
1,0.00075,1.1264007339732727,0.4992808547228365,0.8253170077937029,0.7807334917246938,0.8884633952515508,0.8877640300386929,0.9163333866581347,0.6735196036400525,0.5106307553755289,0.5125269278585249,0.5754923413566739,0.7314096744668989,0.8921673485684594,0.8931754606445753,0.948265274792754,0.7242046629732095,0.75312706057801,0.7537120304676348,0.7790753479443289,0.5029976799141559,0.4984583348200999,0.5021596544552872
2,0.00075,0.6488000820741477,0.43348371850089956,0.8311598537934304,0.8782499675376438,0.9017553189757513,0.9010629811432128,0.9318509038553832,0.8143238194773983,0.4712921286197229,0.4710301702063394,0.5689277899343544,0.8400516347149933,0.9184469073539843,0.9174168099320662,0.9519496469143384,0.7495121227305288,0.760352858935903,0.7603912093804777,0.7870740681490962,0.5979392467135183,0.5926058358815247,0.6093425051991681
3,0.00075,0.5190466516319187,0.43820120661540796,0.8585582822644546,0.9066038619716086,0.9137939960514381,0.9144355574391604,0.9222524396096624,0.8686382088791711,0.5751713703100503,0.5735950089211456,0.6323851203501094,0.881014180200376,0.9450412552445943,0.9456525262356495,0.9616211237334971,0.7565986957590572,0.756377430286594,0.7569777619061133,0.7819548872180451,0.5866054657606237,0.5791621781160461,0.594464885618301
4,0.00075,0.4287087388739943,0.4475743620539475,0.8727662569482911,0.925612287002722,0.9229580280034885,0.9223935565741752,0.9366501359782435,0.9022013750760967,0.6393666399734377,0.6342771896645707,0.6717724288840262,0.8967313927681055,0.9417955614312599,0.9410857312158117,0.9643844028246853,0.7617972246844327,0.7562187740446474,0.7568123155020365,0.785154375299952,0.6293512693776679,0.6230879464527002,0.6510958246680532
5,0.00075,0.35300792027688366,0.4974667374789046,0.8334057107242141,0.9411905652848275,0.9174392446848748,0.9159496576814874,0.9310510318349065,0.9184686227095518,0.47597219792198625,0.47887505889095905,0.5645514223194749,0.9103040955102625,0.8328006911899326,0.8302490602464229,0.9402824685293215,0.7667045141633484,0.7473353488987371,0.7476957097777366,0.7806750919852824,0.6889586895309828,0.6846062233817571,0.7189249720044792
6,0.00075,0.30451683803649504,0.4704322182093707,0.8671662226092249,0.9509581937339706,0.9361876439946556,0.9373548584489619,0.9456087026075828,0.9409704552648045,0.5514047049025841,0.5499616301051262,0.6280087527352297,0.9246471928462809,0.9031517136517238,0.9053822919903064,0.9524101934295364,0.7680907933576036,0.7592801898528521,0.7597069596030419,0.7832346824508079,0.5226557459419158,0.5170930574208435,0.522476403775396
7,0.00075,0.2896617460984291,0.5245764699413683,0.8533715270450024,0.958580741658725,0.9279834762117176,0.9262223909781336,0.9368101103823389,0.9433599377140413,0.5515014337152271,0.5536444392145419,0.6061269146608315,0.9394273655698668,0.8390763605334225,0.8375330004962418,0.9491863678231501,0.772797424459231,0.764025726406971,0.7643177485700685,0.7873940169572868,0.5483477340481833,0.5430323889952771,0.5552711566149416
8,0.000375,0.2551157590097311,0.4916709795707965,0.8605704334262122,0.9627680215745085,0.9356715337012048,0.9345510827574036,0.9462486002239642,0.9487878344793711,0.5428776989192216,0.5424955061962716,0.6280087527352297,0.9488398603822865,0.8679977144094588,0.8686606720604906,0.948265274792754,0.7749056423807987,0.7623602023501912,0.7628856472107981,0.7907534794432891,0.6018388819130254,0.5965588772697004,0.616221404575268
9,0.000375,0.18487599211427255,0.48921547675093496,0.86932689120185,0.9774166912961274,0.9392541223270687,0.9398116333274635,0.9457686770116781,0.9695588622431432,0.5772444069314383,0.5795790329911378,0.6323851203501094,0.9642509322642853,0.8619447766950058,0.8626723140327587,0.9511820693890083,0.7837007421035228,0.7654211817700836,0.7650932304135826,0.789793633018717,0.6527788467484801,0.6477424444714164,0.6755719084946409
10,0.000375,0.16445343145448327,0.5412449654509004,0.8567223966922188,0.9812715528460639,0.9279358347890778,0.9268468714788846,0.9377699568069109,0.9721781675386758,0.5555692538754143,0.5580865382869367,0.6323851203501094,0.9719884175632911,0.8581419954598887,0.8584700398596143,0.9501074608535462,0.7869012359017116,0.766605870518557,0.7673920385599555,0.7942729163333867,0.617502282860106,0.6106273841405019,0.6322188449848024
11,0.000375,0.1536433998675896,0.6061766617710479,0.851183251546255,0.9825963467916196,0.920895965794481,0.9192936367155865,0.9371300591905295,0.9768607969970111,0.5776343429562683,0.5729322634287117,0.6236323851203501,0.9743286849272663,0.8386626132199527,0.8376879985997794,0.9455019957015659,0.7889823419297604,0.7584647970431518,0.7593813294211933,0.7864341705327148,0.6616875500896784,0.6570163371558089,0.6870900655895057
12,0.0001875,0.14778383522655483,0.5622655892366333,0.855030810623922,0.9869649899277912,0.9291447730594155,0.9276835785767239,0.9459286514157734,0.9758884495176362,0.5317583342600319,0.5269775256278145,0.6170678336980306,0.9787253063871764,0.8837785763996115,0.8847580314586638,0.9534848019649985,0.7926277149106626,0.7623826941969127,0.7625974726035369,0.7867541193409054,0.6791324719890632,0.6736474577892744,0.7077267637178052
