epoch,lr,train_loss,val_loss,val_weighted_score,train_action_w_f1,val_action_w_f1,val_action_c_f1,val_action_c_acc,train_gaze_w_f1,val_gaze_w_f1,val_gaze_c_f1,val_gaze_c_acc,train_hands_w_f1,val_hands_w_f1,val_hands_c_f1,val_hands_c_acc,train_talk_w_f1,val_talk_w_f1,val_talk_c_f1,val_talk_c_acc,val_gaze_bin_w_f1,val_gaze_bin_c_f1,val_gaze_bin_c_acc
1,0.00075,1.133797839070792,0.5114476037989245,0.8193769251790094,0.7807429702471154,0.8848895171525171,0.886056117515491,0.9130990415335464,0.6688597484589116,0.5365966626342469,0.534152759655745,0.562363238512035,0.7337714104254789,0.8201179267735916,0.8190050912532082,0.9258010118043845,0.7199996485071487,0.7423267221749664,0.7422843968896601,0.7773162939297125,0.5876125918030162,0.5826977807201361,0.6006389776357828
2,0.00075,0.6820152318289271,0.49438854604614324,0.8260636869162206,0.8787322659265737,0.8941209415301127,0.8942596122347181,0.9263578274760383,0.8012259254378828,0.5566824581416505,0.5549561726310692,0.6477024070021882,0.8455323720684036,0.7968324817378354,0.7946004794812264,0.9244212785528131,0.7489868329533631,0.7472883118577092,0.7475696901827,0.7738019169329073,0.5052750397808358,0.4985930166589303,0.5038338658146965
3,0.00075,0.5145815876986518,0.44418843475004877,0.83980147344674,0.9072240722648963,0.9334175875595171,0.9338878452964342,0.9458466453674121,0.8615924614175824,0.44806429583588137,0.4517150331656905,0.5492341356673961,0.8749918951679091,0.8024599154950021,0.8038883299845859,0.9372987889008125,0.754644956557599,0.758595571413305,0.7586778753184776,0.7837060702875399,0.66831572128513,0.6624575009190214,0.700479233226837
4,0.00075,0.4126642887419282,0.47265959065706753,0.859805375353794,0.9245318652443534,0.9235227294552678,0.9220412048031208,0.9364217252396166,0.9058328569200546,0.5997951287520368,0.5930856359343477,0.6542669584245077,0.8980621893915113,0.8740829292200375,0.8748952170791454,0.95048290663805,0.7619687104711539,0.7588325015319932,0.7584832978708526,0.7809904153354632,0.7106036484568243,0.7068533261220333,0.7468051118210862
5,0.00075,0.3795202131437203,0.4640505154161525,0.8675872746694425,0.9353946163156646,0.9348238666594703,0.9346912087346291,0.9452076677316293,0.9162568374146657,0.5963800449284856,0.5979453285579587,0.6258205689277899,0.9087205248550108,0.8548461282774233,0.8557114285609336,0.9455771884102406,0.7651676507989594,0.7601369034215845,0.7608097283083026,0.7819488817891374,0.7201642756478477,0.7174341612821,0.771884984025559
6,0.00075,0.3305927769698806,0.4542372741391375,0.8772053445264419,0.9480537450344569,0.9401154163993077,0.9401461346266635,0.9536741214057508,0.9317801873932682,0.638702714833229,0.6385236909269109,0.6892778993435449,0.9250603203597092,0.8522047817159637,0.8525648810955208,0.9523225509734785,0.7675902135662716,0.7615442425942945,0.7613601707837756,0.7830670926517572,0.675793193131595,0.6706147353393128,0.7038338658146965
7,0.00075,0.30773947175393956,0.4618684360641255,0.8610550735024706,0.9543757183620598,0.9375212907435906,0.9378302703863977,0.9514376996805112,0.9338857095985185,0.5573650224516175,0.5614576407999178,0.6323851203501094,0.9321091397625518,0.8300281116316925,0.8310666215529753,0.9487965659972405,0.7737255884563798,0.7446680098172708,0.744971519134143,0.7650159744408945,0.7344086730447035,0.7315002869867008,0.7758785942492012
8,0.00075,0.264105597191297,0.512726916385358,0.8384759158119572,0.9586327371109961,0.9207270875732957,0.9205520375615289,0.9436102236421725,0.9481017792615555,0.5155678466732257,0.5170459197798731,0.6411378555798687,0.9379876406722177,0.7805441390629801,0.7819377254117696,0.9368388778169554,0.774578449914294,0.7663763526287004,0.7667765802145803,0.7876996805111821,0.7069133212433882,0.702296702980145,0.7439297124600639
9,0.00075,0.24086949495907162,0.5159730098622178,0.8511000858236747,0.9648418366622825,0.9264945734675952,0.9253951737016948,0.9396166134185303,0.9547856039133747,0.5609981190256459,0.5650893964622745,0.649890590809628,0.9491716739457827,0.8043405411642801,0.8022981288299289,0.9389851295416219,0.7791282513523368,0.7659445377561187,0.7666048376030874,0.7900958466453674,0.6932518786962194,0.6865931943535123,0.7228434504792333
10,0.000375,0.24302445391902466,0.5103754336672015,0.863789935301357,0.9688909057678498,0.934242868953691,0.934107165865041,0.9472843450479234,0.9537919669797943,0.6016536375006513,0.5994933200141342,0.6673960612691466,0.9537439578199243,0.8225886500050991,0.8223376569258944,0.9438908477694312,0.7833755288342388,0.7549967405702604,0.7551431100223738,0.791373801916933,0.6927048694928355,0.6880593982743222,0.7238019169329073
11,0.000375,0.16263267757192532,0.5150357649918318,0.8664452795371349,0.9817110454285705,0.93598459212763,0.9357117652247098,0.9507987220447285,0.975648397761883,0.606444758134962,0.6098180582515403,0.6608315098468271,0.9705911531066,0.8167963329589502,0.817952074518649,0.9483366549133834,0.7902299279360095,0.7632171902480112,0.7635825538048419,0.7878594249201278,0.7269871611289804,0.7236775342945749,0.7675718849840255
