run_dir,fusion,occ_enabled,seed,action_clean_f1,action_masked_f1,action_drop,gaze_clean_f1,gaze_masked_f1,gaze_drop,hands_clean_f1,hands_masked_f1,hands_drop,talk_clean_f1,talk_masked_f1,talk_drop,weighted_clean_f1,weighted_masked_f1,weighted_drop
/data/shared/scuppy/hyi/Compare/Compare_SkateFormer/artifacts/skateformer_dms_skateformer_face_seed42,skateformer_face,False,42,0.872689561601888,0.8573672484347103,0.015322313167177692,0.5823142807189414,0.45249399795352246,0.12982028276541896,0.7118345157797112,0.6950297683564941,0.016804747423217137,0.7522691704997225,0.7476388767952501,0.004630293704472432,0.80702674533212,0.7749160942727374,0.032110651059382565
