fusion,n,weighted_masked_f1_mean,weighted_masked_f1_std,weighted_drop_mean,weighted_drop_std,action_masked_f1_mean,action_masked_f1_std,action_drop_mean,action_drop_std,gaze_masked_f1_mean,gaze_masked_f1_std,gaze_drop_mean,gaze_drop_std,hands_masked_f1_mean,hands_masked_f1_std,hands_drop_mean,hands_drop_std,talk_masked_f1_mean,talk_masked_f1_std,talk_drop_mean,talk_drop_std
skateformer_face,1,0.7749160942727374,0.0,0.032110651059382565,0.0,0.8573672484347103,0.0,0.015322313167177692,0.0,0.45249399795352246,0.0,0.12982028276541896,0.0,0.6950297683564941,0.0,0.016804747423217137,0.0,0.7476388767952501,0.0,0.004630293704472432,0.0
